voltage,current,timestamp
0.0,28.0,1767993086.727569
2.0,14.0,1767993087.3596904
0.0,28.0,1767993087.9904034
1.0,20.0,1767993088.6159892
2.0,9.0,1767993089.2438893
3.0,8.0,1767993089.880877
2.0,8.0,1767993090.5109532
0.0,28.0,1767993091.1413426
0.0,28.0,1767993091.7725139
1.0,26.0,1767993097.3895743
3.0,0.0,1767993098.0253935
2.0,9.0,1767993098.657332
2.0,9.0,1767993099.2895956
2.0,9.0,1767993099.9151525
2.0,9.0,1767993100.5374196
2.0,8.0,1767993101.1720653
2.0,9.0,1767993101.8039026
2.0,8.0,1767993102.4366527
2.0,9.0,1767993103.0692494
0.0,28.0,1767993103.6890128
0.0,25.0,1767993104.322016
0.0,28.0,1767993104.9548047
2.0,9.0,1767993105.585879
2.0,8.0,1767993106.219189
2.0,8.0,1767993106.8389482
2.0,9.0,1767993107.4712148
0.0,28.0,1767993108.1038716
0.0,28.0,1767993108.7362368
2.0,9.0,1767993109.3684456
2.0,9.0,1767993109.9998782
0.0,31.0,1767993110.6198199
0.0,30.0,1767993111.2529566
0.0,30.0,1767993111.8850315
2.0,12.0,1767993112.5173206
0.0,30.0,1767993113.1498752
0.0,30.0,1767993113.7689571
1.0,24.0,1767993119.400052
3.0,0.0,1767993120.0370507
2.0,10.0,1767993120.6697764
2.0,9.0,1767993121.2980552
2.0,9.0,1767993121.9261553
2.0,9.0,1767993122.550243
2.0,9.0,1767993123.1861835
2.0,9.0,1767993123.8141701
2.0,9.0,1767993124.4471843
2.0,10.0,1767993125.07954
2.0,9.0,1767993125.7077005
2.0,9.0,1767993126.3300285
2.0,9.0,1767993126.9642007
2.0,11.0,1767993127.5963995
2.0,11.0,1767993128.2291505
2.0,11.0,1767993128.8462749
2.0,11.0,1767993129.4831233
2.0,9.0,1767993130.1143153
2.0,9.0,1767993130.7453904
2.0,9.0,1767993131.3778055
0.0,28.0,1767993131.994957
2.0,11.0,1767993132.6310205
0.0,28.0,1767993133.261622
0.0,28.0,1767993133.8967378
0.0,28.0,1767993134.5276542
2.0,11.0,1767993135.1444013
2.0,9.0,1767993135.7775273
2.0,9.0,1767993136.4127073
2.0,9.0,1767993137.0450854
2.0,9.0,1767993137.6766138
2.0,9.0,1767993138.2964048
0.0,28.0,1767993138.926384
2.0,11.0,1767993139.568164
2.0,9.0,1767993140.1948397
2.0,9.0,1767993140.8260045
2.0,9.0,1767993141.4562578
2.0,8.0,1767993142.0780058
2.0,9.0,1767993142.7105577
2.0,9.0,1767993143.3391888
2.0,9.0,1767993143.974537
2.0,8.0,1767993144.60628
2.0,9.0,1767993145.2228515
0.0,28.0,1767993145.8533866
2.0,13.0,1767993146.490551
2.0,9.0,1767993147.1257696
2.0,9.0,1767993147.741952
2.0,9.0,1767993148.3732526
2.0,9.0,1767993149.0012698
2.0,9.0,1767993149.6388311
2.0,9.0,1767993150.27566
2.0,9.0,1767993150.9021428
2.0,13.0,1767993151.5272877
0.0,28.0,1767993152.163067
0.0,28.0,1767993152.7880695
0.0,28.0,1767993153.422539
2.0,9.0,1767993154.0551388
2.0,9.0,1767993154.685262
2.0,8.0,1767993155.308633
2.0,9.0,1767993155.9399374
2.0,8.0,1767993156.574534
2.0,9.0,1767993157.2049992
2.0,8.0,1767993157.8237913
2.0,9.0,1767993158.4530337
2.0,8.0,1767993159.092963
2.0,9.0,1767993159.7246983
2.0,8.0,1767993160.354285
2.0,8.0,1767993160.9843872
2.0,9.0,1767993161.6040356
0.0,28.0,1767993162.2370896
0.0,28.0,1767993162.871558
0.0,2.0,1767993163.504301
0.0,2.0,1767993164.1345658
0.0,2.0,1767993164.756495
0.0,2.0,1767993165.3842916
0.0,2.0,1767993166.024676
0.0,2.0,1767993166.6522987
0.0,2.0,1767993167.2753108
3.0,0.0,1767993528.746197
0.0,26.0,1767993529.1339483
2.0,9.0,1767993529.1714897
2.0,8.0,1767993529.1969311
2.0,8.0,1767993529.2154067
2.0,8.0,1767993529.2542088
2.0,8.0,1767993529.2890708
0.0,26.0,1767993529.3161774
0.0,26.0,1767993529.3983412
0.0,26.0,1767993530.0290356
0.0,26.0,1767993530.6498768
0.0,26.0,1767993531.2793474
0.0,26.0,1767993531.9168797
0.0,26.0,1767993532.5461102
0.0,26.0,1767993533.1768358
2.0,10.0,1767993533.7956364
2.0,8.0,1767993534.4301941
2.0,8.0,1767993535.0628102
2.0,8.0,1767993535.6956117
2.0,8.0,1767993536.326904
2.0,8.0,1767993536.955777
1.0,19.0,1767993537.5832648
1.0,16.0,1767993538.204403
3.0,0.0,1767994923.839238
2.0,11.0,1767994924.203705
2.0,10.0,1767994924.2339826
2.0,10.0,1767994924.2658417
2.0,11.0,1767994924.2927945
0.0,30.0,1767994927.5158901
3.0,0.0,1767994928.158753
2.0,11.0,1767994928.778629
2.0,11.0,1767994929.4107673
2.0,10.0,1767994930.0434852
2.0,11.0,1767994930.6752412
2.0,10.0,1767994931.3083148
2.0,11.0,1767994931.9403117
2.0,10.0,1767994932.5591614
2.0,10.0,1767994933.1938047
2.0,11.0,1767994933.8275032
2.0,10.0,1767994934.4590068
2.0,11.0,1767994935.0902727
2.0,11.0,1767994935.7159867
3.0,11.0,1767994936.344848
2.0,11.0,1767994936.9773695
2.0,11.0,1767994937.607139
2.0,11.0,1767994938.2391973
2.0,11.0,1767994938.8571868
2.0,11.0,1767994939.4898663
2.0,11.0,1767994940.122318
2.0,11.0,1767994940.7580552
2.0,11.0,1767994941.388691
2.0,11.0,1767994942.0081844
2.0,12.0,1767994942.6492171
2.0,11.0,1767994943.272604
2.0,12.0,1767994943.9047055
2.0,11.0,1767994944.5390973
2.0,11.0,1767994945.158459
2.0,12.0,1767994945.7907557
2.0,11.0,1767994946.4226491
2.0,12.0,1767994947.0583239
2.0,12.0,1767994947.688912
2.0,12.0,1767994948.3196604
2.0,12.0,1767994948.9364445
2.0,12.0,1767994949.571609
2.0,13.0,1767994950.2035115
2.0,12.0,1767994950.836267
2.0,12.0,1767994951.4686377
2.0,12.0,1767994952.0873308
2.0,12.0,1767994952.7195268
3.0,13.0,1767994953.352663
2.0,12.0,1767994953.9881554
2.0,13.0,1767994954.618963
2.0,12.0,1767994955.2391734
2.0,13.0,1767994955.878379
2.0,13.0,1767994956.5014117
2.0,12.0,1767994957.1366131
6.0,13.0,1767994957.7688425
0.0,11.0,1767994958.3857296
0.0,11.0,1767994959.0268626
0.0,11.0,1767994959.6592019
0.0,11.0,1767994960.2851915
0.0,12.0,1767994960.9177368
3.0,0.0,1767995549.372452
2.0,10.0,1767995549.8236904
2.0,9.0,1767995549.8680823
2.0,9.0,1767995549.9002848
3.0,10.0,1767995549.9213183
2.0,9.0,1767995549.95305
2.0,10.0,1767995549.9805987
2.0,9.0,1767995550.018189
2.0,10.0,1767995550.0467155
2.0,9.0,1767995550.5818052
3.0,10.0,1767995551.214741
2.0,9.0,1767995551.845817
3.0,10.0,1767995552.481732
2.0,9.0,1767995553.1115582
3.0,10.0,1767995553.7360728
2.0,9.0,1767995554.371291
3.0,9.0,1767995554.9947066
2.0,9.0,1767995555.631261
3.0,9.0,1767995556.2606814
2.0,9.0,1767995556.8912125
2.0,9.0,1767995557.5076292
2.0,9.0,1767995558.1361809
2.0,9.0,1767995558.773193
3.0,9.0,1767995559.410834
2.0,9.0,1767995560.0327346
3.0,10.0,1767995560.6719184
2.0,9.0,1767995561.3007262
3.0,10.0,1767995561.928606
2.0,9.0,1767995562.5597174
3.0,9.0,1767995563.190731
3.0,9.0,1767995563.820369
2.0,9.0,1767995564.4353518
2.0,9.0,1767995565.0656328
3.0,9.0,1767995565.6956193
2.0,9.0,1767995566.329987
3.0,9.0,1767995566.9567978
2.0,10.0,1767995567.601503
3.0,9.0,1767995568.2272902
3.0,10.0,1767995568.8606255
3.0,9.0,1767995569.490481
2.0,9.0,1767995570.107518
2.0,9.0,1767995570.7489324
3.0,10.0,1767995571.3808796
2.0,9.0,1767995571.9990778
2.0,9.0,1767995572.6404877
2.0,9.0,1767995573.270122
3.0,9.0,1767995573.8922062
3.0,9.0,1767995574.5170805
2.0,9.0,1767995575.1453187
3.0,10.0,1767995575.78088
2.0,9.0,1767995576.417748
3.0,9.0,1767995577.0359857
2.0,9.0,1767995577.6667027
2.0,9.0,1767995578.2960396
2.0,9.0,1767995578.9293134
2.0,9.0,1767995579.557449
2.0,9.0,1767995580.1854684
3.0,9.0,1767995580.8177493
2.0,9.0,1767995581.4499564
3.0,9.0,1767995582.0774214
2.0,9.0,1767995582.7070606
2.0,9.0,1767995583.3471396
3.0,9.0,1767995583.9676156
2.0,9.0,1767995584.5961735
3.0,9.0,1767995585.2277308
2.0,9.0,1767995585.868514
3.0,9.0,1767995586.4919236
2.0,9.0,1767995587.1157482
2.0,9.0,1767995587.7463658
